enable_dp,enable_chunking,condition,mean_accuracy,std_accuracy_across_seeds,mean_node_std_accuracy,mean_auc,std_auc_across_seeds,mean_node_std_auc,n_seeds,privacy_risk,score
0,0,"No DP, no chunk (baseline)",0.49321780000000004,0.003313482940955052,0.03895443339199867,0.9701964750000001,0.002520613283198709,0.015268611133999941,5,0.9403929500000001,-0.22358757500000004
1,0,DP only,0.2365932,0.010440326417310922,0.008850952955759429,0.45771164999999997,0.04640667377410885,0.057120791714624086,5,0.0,0.1182966
0,1,Topology-aware chunking,0.4658314,0.0032711874449502455,0.04147666156600977,0.63754095,0.0032243444992743,0.03186749556016774,5,0.2750819,0.09537475000000001
0,1,Fixed-K chunking (K=8),0.49060319999999996,0.00571768503854491,0.037386156775017935,0.689959475,0.00630198851950714,0.05843638041822421,5,0.37991895,0.05534212499999999
0,1,Fixed-K chunking (K=16),0.4694166,0.005577101603879838,0.04191350300442876,0.634546675,0.00616251103738867,0.041505171184477226,5,0.2690933499999999,0.10016162500000006
0,1,Fixed-K chunking (K=32),0.4545114,0.0054495971685988,0.04150326592659158,0.597791725,0.0038891206252184896,0.031521785381567004,5,0.19558345,0.129463975
0,1,Fixed-K chunking (K=64),0.4125286,0.0036726134836108483,0.03550914948239256,0.574294725,0.013535346173999459,0.024897253941699303,5,0.14858945,0.131969575
0,1,Fixed-K chunking (K=128),0.35970179999999996,0.004344852897394818,0.02890957930131775,0.565708075,0.01641897882658394,0.021662054060082103,5,0.13141614999999995,0.114142825
1,1,ChunkDP,0.3088364,0.005558596162701504,0.01051509567849702,0.531639925,0.0154331688472831,0.029965606958042235,5,0.06327985000000003,0.12277827499999999
